Time,Temperature,Pressure1,Sound,Light,Pressure2,Humidity,Comment
15.56,33.2,96.8,56.3,67,97.93,45.6,
15.58,32.9,96.8,68.5,66,97.92,45.6,
16,33,97,52.8,66,97.97,45.6,
16.02,33,97,62.6,67,97.92,45.6,
16.04,32.9,97,47.1,67,97.95,45.6,
16.06,33.1,97,75.6,67,97.95,45.6,
16.08,33.1,97,57,67,97.94,45.6,
16.01,33.1,97,40,67,97.97,45.7,
16.12,33.3,96.8,40.7,67,97.91,45.9,
16.13,33,97,64.8,67,97.94,46.1,
16.15,32.7,97,40,67,97.95,46.1,
16.17,32.9,96.8,46.1,67,97.94,46.1,
16.19,32.7,96.8,51.9,68,97.94,46.1,
16.21,31.8,96.8,72.2,60,97.96,45.9,
16.23,31,97,54.6,67,97.95,45.8,
16.25,30.7,97,65.4,61,97.93,45.8,
16.27,30.2,96.8,66.1,56,97.93,46,
16.29,29.2,97,40,64,97.93,46.1,
16.31,28.5,97,64.5,62,97.95,46.2,
16.33,28.3,97,69.5,60,97.91,46.3,
16.35,27.8,96.8,40,63,97.94,46.4,
16.36,27.1,97,79.7,64,97.95,46.4,
16.38,26.4,97,40,63,97.94,46.5,
16.4,26.3,97,66.7,64,97.93,46.5,
16.42,26,97,64.5,61,97.95,46.5,
16.44,25.3,97,40,61,97.93,46.5,
16.46,25,97,61.7,62,97.94,46.6,
16.48,24.3,97,61.7,64,97.92,46.6,
16.5,24.2,97,54.3,57,97.94,46.6,
16.52,24,97,58.8,56,97.93,46.6,
16.54,24,97,67.9,56,97.95,46.6,
16.56,23.4,97,63.3,57,97.93,46.7,
16.58,23,97,40,61,97.96,46.7,
0.708333333,22.6,97,43.6,64,97.92,46.7,
17.01,22.7,97,40.5,64,97.91,46.7,
17.03,22.6,97,54.1,64,97.95,46.6,
17.05,22.5,97,71.7,64,97.94,46.7,
17.07,22,97,52.5,62,97.95,46.7,
17.09,22.1,97,78.5,56,97.93,46.7,
17.11,21.6,97,40,64,97.91,46.7,
17.13,21.3,97,40,63,97.92,46.7,
17.15,21.2,97,70.1,54,97.9,46.7,
17.17,21.1,97,66.8,59,97.94,46.7,
17.19,20.5,97,46.5,51,97.96,46.7,
17.21,20.3,97,66.5,60,97.95,46.7,
17.23,20.8,97,64.2,62,97.94,46.7,
17.24,20.6,97,62.8,61,97.93,46.7,
17.26,19.9,97,44.6,61,97.96,46.7,
17.28,19.7,97,56.6,63,97.94,46.7,
17.3,20.1,97,71.5,63,97.93,46.7,
17.32,19.8,97,40,64,97.93,46.7,
17.34,19.1,97,73.7,61,97.93,46.7,
17.36,19.3,97,74.9,65,97.96,46.7,
17.38,19.1,97,72.6,65,97.93,46.7,
17.4,19.3,97,43.9,62,97.94,46.7,
17.42,18.7,97,42.9,61,97.95,46.7,
17.44,19,97,70.3,61,97.92,46.7,
17.46,18.8,97,40,62,97.94,46.7,
17.48,18.5,97,40,61,97.93,46.7,
17.49,18.6,97,40,61,97.92,46.7,
17.51,18.4,97,79.5,61,97.95,46.7,
17.53,18.5,97,54.2,61,97.97,46.7,
17.55,18.5,97,40,62,97.93,46.7,
17.57,18.5,97,40,62,97.92,46.7,
17.59,18.2,97,40,62,97.92,46.7,
18.01,18,97,56.6,61,97.95,46.7,
18.03,18.4,97,75.3,61,97.93,46.7,
18.05,18.2,97,69.4,61,97.93,46.8,
18.07,17.9,97,74.6,61,97.91,46.8,
18.09,18.3,97,44.2,59,97.93,46.8,
18.11,18.1,97,89.6,56,97.95,46.8,
18.12,17.9,97,67.1,60,97.93,46.8,
18.14,18,97,59.3,61,97.94,46.8,
18.16,18,97,73.1,55,97.93,46.8,
18.18,18,97,70.4,58,97.94,46.8,
18.2,17.9,97,69.6,63,97.94,46.8,
18.22,17.6,97,71.3,63,97.9,46.8,
18.24,17.7,97,51.6,63,97.95,46.8,
18.26,18.1,97,57.9,62,97.92,46.8,
18.28,17.5,97,68.2,62,97.93,46.8,
18.3,17.3,97,40,62,97.93,46.8,
18.32,18,97,70.5,58,97.95,46.8,
18.34,18,97,81.2,57,97.91,46.8,
18.36,17.4,97,63.6,60,97.94,46.8,
18.37,17.4,97,46.6,58,97.94,46.8,
18.39,17.8,97,60.9,58,97.94,46.8,
18.41,17.8,97,79.3,64,97.94,46.8,
18.43,17.6,97,71.5,64,97.96,46.8,
18.45,17.5,97,72.6,46,97.93,46.8,
18.47,17.6,97,76.5,47,97.97,46.8,
18.49,17.7,97,60.2,46,97.94,46.8,
18.51,17.2,97,87,14,97.92,46.9,
18.53,17.4,97,42.4,66,97.95,46.9,
18.55,17.9,97,72,111,97.93,46.9,
18.57,17.6,97.2,41,45,97.93,46.9,
18.59,17.5,97.2,78.9,47,97.91,46.9,
19,17.5,97.2,40,35,97.93,46.9,
19.02,17.7,97.2,42,40,97.96,47,
19.04,17.6,97.2,40.2,113,97.95,47.1,
19.06,17.6,97.2,80.6,104,97.93,47.1,
19.08,17.6,97.2,75.3,110,97.91,47.2,
19.1,17.7,97.2,52.5,107,97.93,47.2,
19.12,17.5,97.2,71.6,104,97.94,47.2,
19.14,17.5,97.2,69.7,95,97.93,47.2,
19.16,17.7,97.2,46.3,84,97.95,47.2,
19.18,17.5,97.2,71.3,86,97.94,47.2,
19.2,17.6,97.2,69.3,86,97.94,47.2,
19.22,17.6,97.2,68.1,91,97.92,47.1,
19.24,17.5,97.2,52.7,114,97.99,47.1,
19.25,17.4,97.2,82.1,103,97.94,47.1,
19.27,17.6,97.2,53.7,104,97.97,47.1,
19.29,17.6,97.2,74.7,119,97.92,47.1,
19.31,17.3,97.2,61.5,92,97.96,47.1,
19.33,17.5,97.2,65,91,97.96,47.1,
19.35,17.7,97.2,74.4,84,97.94,47.1,
19.37,17.2,97.2,68.1,52,97.95,47.1,
19.39,17.8,97.2,40,93,97.92,47.1,
19.41,17.3,97.2,77.5,95,97.95,47.1,
19.43,17.3,97.2,84.7,79,97.92,47.1,
19.45,17.2,97.2,82.6,68,97.93,47.1,
19.47,17.5,97.2,40,78,97.94,47.1,
19.48,17.7,97.2,56,27,97.91,47.2,
19.5,17.7,97.2,55.2,20,97.95,47.2,
19.52,17.8,97.2,40.5,33,97.96,47.3,
19.54,17.2,97.2,81.8,129,97.91,47.6,
19.56,17.1,97.2,40,148,97.95,48,
19.58,17.6,97.2,64.9,149,97.9,48.4,
0.875,17.4,97.2,40,150,97.94,48.7,
20.01,17.8,97.2,68.4,149,97.93,49.1,
20.03,17.2,97.2,70.7,150,97.94,49.5,
20.05,17.4,97.2,40,150,97.95,49.9,
20.07,17.4,97.2,69.3,150,97.93,50.1,
20.09,17.4,97.2,71.6,150,97.96,50.2,
20.11,17.4,97.2,65.7,150,97.94,50.3,
20.13,17.4,97.2,73.2,150,97.93,50.3,
20.15,17.5,97.2,57.8,150,97.94,50.3,
20.17,17.4,97.2,46.9,150,97.93,50.3,
20.19,17.1,97.2,74.6,150,97.92,50.4,
20.21,17.3,97.2,41.1,150,97.96,50.5,
20.23,17.7,97.2,44,150,97.95,50.6,
20.25,17.7,97.2,72.6,150,97.93,50.6,
20.27,17.1,97.2,67.3,150,97.96,50.6,
20.29,17,97.2,71.7,148,97.95,50.5,
20.31,17.1,97.2,79.9,147,97.95,50.3,
20.33,17.5,97.2,61.1,149,97.93,50.3,
20.35,17.4,97.2,73.9,149,97.95,50.2,
20.36,17.3,97.2,59.9,150,97.95,50.2,
20.38,17.2,97.2,60,150,97.94,50.1,
20.4,17.7,97.2,75.1,149,97.97,50,
20.42,17.2,97.2,57.1,150,97.95,49.9,
20.44,17,97.2,68.2,149,97.94,49.8,
20.46,17.3,97.2,60.2,149,97.95,49.8,
20.48,17.4,97.2,40,149,97.91,49.7,
20.5,17.3,97.2,75.6,150,97.95,49.7,
20.52,17.1,97.2,56.2,150,97.96,49.6,
20.54,17.3,97.2,66.6,149,97.95,49.6,
20.56,17.5,97.2,40,149,97.96,49.5,
20.58,17.3,97.2,59.8,149,97.93,49.5,
20.6,17.1,97.2,56.3,150,97.93,49.4,
21.01,17.3,97.2,66.5,123,97.93,49.4,
21.03,17.3,97.2,40,149,97.95,49.4,
21.05,17.3,97.2,58.6,150,97.93,49.3,
21.07,17.2,97,40,150,97.94,49.3,
21.09,17.5,97,40,150,97.91,49.2,
21.11,17.6,97,58.9,150,97.93,49.2,
21.13,17,97.2,69.3,150,97.94,49.2,
21.15,17,97.2,40.7,149,97.92,49.2,
21.17,17.7,97,54.4,149,97.92,49.1,
21.19,17.5,97.2,62.9,150,97.94,49.1,
21.21,17,97,40,150,97.93,49,
21.23,17.2,97.2,61.6,150,97.96,49,
21.24,17.5,97.2,58.2,150,97.94,49,
21.26,17.4,97.2,55.5,150,97.93,49,
21.28,17,97.2,40,150,97.93,49,
21.3,17.3,97.2,65.2,150,97.93,48.9,
21.32,17.1,97.2,40,150,97.93,48.9,
21.34,17.6,97.2,40,150,97.95,48.9,
21.36,17.6,97.2,66.3,150,97.92,48.9,
21.38,17.5,97.2,40,150,97.96,48.9,
21.4,17,97.2,69.6,150,97.89,48.9,
21.42,17.6,97.2,67,135,97.92,48.8,
21.44,17.3,97.2,71.6,149,97.92,48.8,
21.46,17.7,97.2,40,149,97.96,48.8,
21.48,17.1,97.2,57,149,97.92,48.8,
21.49,17,97.2,50.4,149,97.92,48.8,
21.51,17.5,97.2,79.4,149,97.94,48.8,
21.53,17.4,97.2,74.1,149,97.94,48.8,
21.55,17.3,97.2,56,149,97.96,48.8,
21.57,17.3,97.2,63.2,149,97.95,48.8,
21.59,17.4,97.2,40,149,97.94,48.7,
22.01,17.4,97.2,54.8,149,97.93,48.7,
22.03,17.4,97.2,61.8,150,97.92,48.7,
22.05,17.5,97.2,61.4,149,97.92,48.7,
22.07,17.1,97.2,72.1,150,97.89,48.7,
22.09,17.3,97.2,40,150,97.98,48.7,
22.11,17.3,97.2,72.9,149,97.95,48.7,
22.12,17.5,97.2,64,149,97.94,48.7,
22.14,17.7,97.2,64.9,149,97.93,48.7,
22.16,17.2,97.2,62.2,149,97.95,48.6,
22.18,17.3,97.2,66.6,149,97.91,48.6,
22.2,17.5,97.2,71.5,149,97.93,48.6,
22.22,17.5,97.2,40,149,97.9,48.6,
22.24,17.4,97.2,49.2,149,97.93,48.6,
22.26,17.3,97.2,71.3,149,97.93,48.6,
22.28,17.5,97.2,76.5,149,97.93,48.6,
22.3,17.5,97.2,72.9,149,97.94,48.6,
22.32,17.5,97.2,40,149,97.96,48.6,
22.34,17.4,97.2,61.1,150,97.93,48.5,
22.36,17.4,97.2,40,150,97.92,48.5,
22.37,17.5,97.2,62.8,150,97.9,48.5,
22.39,17.4,97.2,57.4,150,97.94,48.5,
22.41,17.5,97.2,71.4,150,97.94,48.5,
22.43,17.3,97.2,67.3,150,97.92,48.5,
22.45,17.4,97.2,40,150,97.92,48.5,
22.47,17.5,97.2,66.5,150,97.95,48.5,
22.49,17.6,97.2,70.3,149,97.94,48.5,
22.51,17.7,97.2,72.8,149,97.94,48.4,
22.53,17.5,97.2,61.6,150,97.96,48.4,
22.55,17.4,97.2,65,150,97.95,48.4,
22.57,17.4,97.2,78,150,97.94,48.4,
22.59,17.4,97.2,70,150,97.94,48.4,
23,17.8,97.2,62.3,149,97.96,48.4,
23.02,17.4,97.2,73.8,150,97.94,48.4,
23.04,17.5,97.2,46.4,150,97.92,48.4,
23.06,17.5,97.2,66.1,150,97.93,48.4,
23.08,17.4,97.2,68.6,150,97.92,48.4,
23.1,17.3,97.2,62.8,150,97.95,48.4,
23.12,17.4,97.2,60.6,150,97.94,48.4,
23.14,17.7,97.2,65.8,149,97.95,48.4,
23.16,17.4,97.2,59.3,149,97.94,48.4,
23.18,17.3,97.2,60.5,149,97.92,48.4,
23.2,17.8,97.2,76.6,149,97.89,48.4,
23.22,17.7,97.2,44.5,150,97.9,48.4,
23.24,17.2,97.2,69,149,97.93,48.4,
23.25,17.3,97.2,40,149,97.95,48.4,
23.27,17.7,97.2,40,149,97.93,48.4,
23.29,17.5,97.2,40,149,97.93,48.4,
23.31,17.2,97.2,40,149,97.91,48.4,
23.33,17.3,97.2,40,149,97.95,48.3,
23.35,17.8,97.2,41.2,149,97.92,48.3,
23.37,17.5,97.2,56.4,149,97.92,48.3,
23.39,17.4,97.2,54,149,97.93,48.3,
23.41,17.4,97.2,55.5,149,97.94,48.3,
23.43,17.5,97.2,77.3,149,97.94,48.3,
23.45,17.6,97.2,80.7,149,97.91,48.3,
23.47,17.2,97.2,64.4,149,97.92,48.3,
23.48,17.8,97.2,60.7,149,97.95,48.3,
23.5,17.4,97.2,58.5,149,97.91,48.3,
23.52,17.5,97.2,70.2,149,97.94,48.3,
23.54,17.5,97.2,66.5,149,97.93,48.3,
23.56,17.4,97.2,65.8,148,97.94,48.3,
23.58,17.4,97.2,60.5,148,97.95,48.3,
24,17.8,97.2,68.2,148,97.91,48.3,
24.02,17.7,97.2,66.1,149,97.92,48.3,
24.04,17.1,97.2,68.8,148,97.96,48.3,
24.06,17,97.2,40,148,97.91,48.3,
24.08,17,97.2,40,148,97.93,48.3,
24.1,17.4,97.2,40,148,97.93,48.3,
24.12,17.3,97.2,40,149,97.94,48.3,
24.13,17.6,97.2,42.2,148,97.95,48.3,
24.15,17.3,97.2,62.4,149,97.91,48.3,
24.17,17.3,97.2,75.6,149,97.94,48.3,
24.19,17.2,97.2,62.6,144,97.98,48.3,
24.21,17.4,97.2,40,143,97.9,48.3,
24.23,17.3,97.2,64.9,149,97.93,48.3,
24.25,16.9,97.2,40,149,97.95,48.2,
24.27,17.1,97.2,60,149,97.94,48.3,
24.29,17.5,97.2,66.2,149,97.94,48.3,
24.31,17.5,97.2,73.7,149,97.94,48.3,
24.33,17,97.2,40,149,97.91,48.3,
24.35,17,97.2,59.6,149,97.92,48.3,
24.36,17,97.2,70.5,149,97.93,48.3,
24.38,17.2,97.2,69.1,149,97.95,48.3,
24.4,17.3,97.2,64.2,149,97.9,48.3,
24.42,17.5,97.2,70.2,148,97.92,48.3,
24.44,17.5,97.2,60.7,148,97.92,48.3,
24.46,17.5,97.2,66,149,97.91,48.3,
24.48,17,97.2,55.1,149,97.91,48.3,
24.5,17,97.2,76.3,149,97.91,48.3,
24.52,17.1,97.2,45.8,149,97.95,48.3,
24.54,17.1,97.2,68.9,149,97.92,48.3,
24.56,17.1,97.2,66.4,149,97.94,48.3,
24.58,17.3,97.2,70.7,148,97.9,48.3,
24.6,16.7,97.2,63.8,148,97.94,48.3,
25.01,17,97.2,70.5,148,97.91,48.3,
25.03,17.2,97.2,59.5,149,97.93,48.2,
25.05,17.2,97.2,40,149,97.94,48.3,
25.07,16.6,97.2,40,149,97.92,48.3,
25.09,16.6,97.2,70.4,149,97.92,48.3,
25.11,17.2,97.2,75.6,148,97.91,48.3,
25.13,17.2,97.2,66.8,148,97.91,48.3,
25.15,17,97.2,66.6,149,97.9,48.2,
25.17,16.7,97.2,61.2,148,97.92,48.2,
25.19,17.1,97.2,52.6,149,97.92,48.2,
25.21,16.7,97.2,53.2,148,97.96,48.2,
25.23,17.3,97.2,54.9,148,97.97,48.2,
25.24,17.2,97.2,76.5,127,97.91,48.3,
25.26,16.9,97.2,43.8,134,97.93,48.3,
25.28,16.9,97.2,69.2,148,97.97,48.3,
25.3,17.5,97.2,60.6,145,97.94,48.3,
25.32,17.5,97.2,65.4,148,97.94,48.3,
25.34,17.1,97.2,52.8,148,97.92,48.3,
25.36,17.2,97.2,73.4,148,97.9,48.3,
25.38,16.8,97.2,61.4,148,97.92,48.3,
25.4,16.9,97.2,69,148,97.96,48.3,
25.42,17.5,97.2,71.6,148,97.91,48.3,
25.44,17.6,97.2,67.3,148,97.93,48.3,
25.46,16.8,97.2,40,148,97.91,48.3,
25.48,17.4,97.2,63.6,148,97.96,48.3,
25.49,17.5,97.2,58.3,148,97.93,48.3,
25.51,17.1,97.2,61.9,148,97.94,48.3,
25.53,17.3,97.2,54.9,149,97.91,48.3,
25.55,17.4,97.2,76.6,147,97.96,48.3,
25.57,16.9,97.2,40,148,97.94,48.3,
25.59,16.8,97.2,63.3,145,97.93,48.3,
26.01,17.3,97.2,70.2,144,97.95,48.3,
26.03,17.2,97.2,65.4,147,97.92,48.3,
26.05,17.2,97.2,55.7,146,97.92,48.3,
26.07,17.1,97.2,57.6,147,97.92,48.3,
26.09,17.1,97.2,64.2,147,97.92,48.3,
26.11,17.2,97.2,40,146,97.91,48.3,
26.12,17.3,97.2,69.4,146,97.9,48.3,
26.14,17.3,97.2,74.3,147,97.91,48.3,
26.16,16.9,97.2,58.5,147,97.93,48.3,
26.18,17.3,97.2,41.9,148,97.92,48.3,
26.2,17.1,97.2,49.8,148,97.93,48.3,
26.22,16.9,97.2,67.1,148,97.93,48.3,
26.24,17.1,97.2,47.8,148,97.92,48.3,
26.26,17.1,97.2,40,147,97.94,48.3,
26.28,16.9,97.2,82.3,148,97.91,48.3,
26.3,17.1,97.2,40,148,97.9,48.3,
26.32,17.1,97.2,40,148,97.9,48.3,
26.34,17.1,97.2,71.1,148,97.92,48.3,
26.36,17,97.2,72.3,148,97.93,48.3,
26.37,16.9,97.2,66.2,135,97.94,48.3,
26.39,17.2,97.2,65.7,148,97.93,48.3,
26.41,17.3,97.2,41.2,148,97.91,48.3,
26.43,17.4,97.2,71.3,148,97.93,48.3,
26.45,17.1,97.2,70.5,148,97.91,48.3,
26.47,16.8,97.2,69,148,97.91,48.3,
26.49,17.4,97.2,40,149,97.93,48.3,
26.51,17,97.2,40,149,97.91,48.3,
26.53,17.1,97.2,40,149,97.9,48.3,
26.55,17.2,97.2,40.2,149,97.9,48.3,
26.57,17.2,97.2,40,149,97.92,48.3,
26.59,17.1,97.2,60,148,97.9,48.3,
27,17.2,97.2,69.7,147,97.91,48.3,
27.02,17.3,97.2,69.3,149,97.9,48.3,
27.04,17.3,97.2,40,149,97.94,48.3,
27.06,17.2,97.2,73,145,97.9,48.3,
27.08,17.3,97.2,66.9,149,97.9,48.3,
27.1,17.2,97.2,65.7,148,97.91,48.3,
27.12,17.2,97.2,53,147,97.93,48.3,
27.14,17.3,97.2,57.4,147,97.93,48.3,
27.16,17.3,97.2,68.7,148,97.94,48.4,
27.18,17.3,97.4,67.8,148,97.95,48.4,
27.2,17.3,97.2,40,149,97.88,48.4,
27.22,17.3,97.2,66.4,149,97.9,48.4,
27.24,17.2,97.2,42.9,149,97.89,48.4,
27.25,17.3,97.2,57.5,149,97.9,48.4,
27.27,17.4,97.2,67,149,97.91,48.4,
27.29,18,97.2,69.9,149,97.91,48.4,
27.31,18.2,97.2,66.1,149,97.94,48.4,
27.33,18.3,97.2,74.3,149,97.92,48.4,
27.35,18.3,97.4,66.7,149,97.89,48.4,
27.37,18.4,97.2,40.4,149,97.93,48.4,
27.39,18.4,97.2,58.9,149,97.94,48.4,
27.41,18.3,97.2,40,148,97.9,48.4,
27.43,18.2,97.2,62.9,124,97.9,48.4,
27.45,18.3,97.4,52.2,133,97.95,48.4,
27.47,18.2,97.2,56,148,97.94,48.4,
27.48,18.1,97.2,76.5,148,97.9,48.5,
27.5,18.1,97.2,71.5,148,97.94,48.5,
27.52,18.1,97.4,77.2,148,97.92,48.6,
27.54,18.1,97.4,66.6,148,97.95,48.6,
27.56,18,97.2,50.7,146,97.91,48.6,
27.58,18,97.2,82,126,97.93,48.6,
28,18,97.2,68.6,140,97.94,48.6,
28.02,17.9,97.2,71.9,152,97.93,48.6,
28.04,17.9,97.2,62.2,152,97.95,48.7,
28.06,18,97.2,67.7,151,97.91,48.7,
28.08,17.9,97.2,69.6,144,97.92,48.7,
28.1,17.8,97.2,82.2,139,97.91,48.7,
28.12,17.9,97.2,80.8,147,97.91,48.7,
28.13,17.8,97.4,78.9,151,97.92,48.8,
28.15,17.8,97.4,81.5,152,97.94,48.8,
28.17,17.8,97.4,80.8,151,97.89,48.8,
28.19,17.8,97.2,86.5,151,97.93,48.8,
28.21,17.8,97.2,84.4,151,97.92,48.8,
28.23,17.8,97.2,82.2,151,97.92,48.7,
28.25,17.8,97.2,80.4,151,97.93,48.7,
28.27,17.7,97.4,82,152,97.94,48.7,
28.29,17.7,97.4,84,152,97.94,48.7,
28.31,17.8,97.4,82.6,151,97.95,48.7,
28.33,17.7,97.4,82,152,97.95,48.7,
28.35,17.6,97.4,80.7,151,97.95,48.7,
28.36,17.7,97.4,83,151,97.92,48.7,
28.38,17.7,97.4,83.2,151,97.92,48.7,
28.4,17.6,97.4,81.7,151,97.91,48.7,
28.42,17.7,97.2,80.6,151,97.93,48.7,
28.44,17.6,97.4,78,152,97.92,48.7,
28.46,17.6,97.4,78.8,152,97.96,48.7,
28.48,17.6,97.2,83.6,152,97.94,48.7,
28.5,17.6,97.4,80.7,151,97.91,48.7,
28.52,17.6,97.4,80.4,151,97.91,48.7,
28.54,17.6,97.4,85.8,150,97.94,48.7,
28.56,17.6,97.4,81.8,152,97.94,48.7,
28.58,17.6,97.4,82,126,97.9,48.7,
29.01,17.6,97.2,83.4,3,97.93,48.7,
29.03,17.6,97.2,80.9,2,97.95,48.7,
29.05,17.6,97.4,85.7,2,97.92,48.7,
29.07,17.5,97.2,83.7,2,97.94,48.7,
29.09,17.5,97.4,84.1,2,97.95,48.7,
29.11,17.5,97.2,83.3,2,97.91,48.8,
29.13,17.5,97.2,84.5,2,97.93,48.8,
29.15,17.5,97.2,83.8,2,97.91,48.8,
29.17,17.5,97.2,83.7,2,97.91,48.9,
29.19,17.6,97.2,85.2,2,97.94,48.9,
29.21,17.6,97.2,83.9,1,97.93,48.9,
29.23,17.5,97.2,83.1,2,97.95,49,
29.24,17.5,97.2,81,2,97.95,49,
29.26,17.5,97.2,83.5,2,97.93,49,
29.28,17.5,97.4,83.3,2,97.91,49.1,
29.3,17.5,97.2,82.3,2,97.92,49.1,
29.32,17.5,97.2,82.5,1,97.92,49.1,
29.34,17.5,97.2,83.5,2,97.95,49.1,
29.36,17.5,97.2,82.7,2,97.91,49.1,
29.38,17.5,97.2,84.5,2,97.93,49.1,
29.4,17.6,97.4,81.8,1,97.95,49.1,
29.42,17.5,97.2,84.7,2,97.97,49.2,
29.44,17.6,97.4,81,132,97.94,49.2,
29.46,17.5,97.2,78.9,152,97.9,49.2,
29.48,17.5,97.2,79.7,152,97.94,49.2,
29.49,17.5,97.4,79.9,152,97.92,49.2,
29.51,17.5,97.2,84.9,152,97.92,49.2,
29.53,17.5,97.2,83.7,152,97.95,49.2,
29.55,17.5,97.4,81.3,152,97.92,49.2,
29.57,17.5,97.4,83.1,152,97.93,49.2,
29.59,17.5,97.4,83,152,97.93,49.2,
30.01,17.5,97.2,84,152,97.96,49.2,
30.03,17.5,97.4,84.7,152,97.96,49.2,
30.05,17.5,97.4,82.2,152,97.93,49.2,
30.07,17.5,97.2,83.7,152,97.93,49.2,
30.09,17.5,97.2,84.3,152,97.92,49.1,
30.11,17.5,97.2,86,152,97.95,49.1,
30.12,17.5,97.4,85.5,152,97.92,49.1,
30.14,17.5,97.2,84,153,97.94,49.1,
30.16,17.5,97.4,81.6,153,97.94,49.1,
30.18,17.5,97.4,85,152,97.96,49.1,
30.2,17.5,97.4,82.7,152,97.94,49.1,
30.22,17.5,97.4,83.7,152,97.95,49.1,
30.24,17.5,97.2,86.1,152,97.9,49,
30.26,17.5,97.2,83.2,152,97.94,49,
30.28,17.5,97.4,83.7,152,97.93,49,
30.3,17.5,97.4,82.9,152,97.92,49,
30.32,17.5,97.2,83,152,97.93,49,
30.34,17.5,97.2,86.7,152,97.91,49,
30.36,17.5,97.4,83.2,152,97.95,49,
30.37,17.5,97.4,82.9,152,97.93,49,
30.39,17.5,97.2,84.4,152,97.95,48.9,
30.41,17.5,97.2,85.4,152,97.94,48.9,
30.43,17.6,97.4,85.5,152,97.92,48.9,
30.45,17.6,97.4,85.7,152,97.94,48.9,
30.47,17.5,97.2,42.9,145,97.91,48.9,
30.49,17.5,97.2,40,145,97.95,48.9,
30.51,17.6,97.4,40,149,97.91,48.9,
30.53,17.6,97.2,40,151,97.93,48.9,
30.55,17.5,97.2,40,151,97.93,48.9,
30.57,17.5,97.2,40,151,97.94,48.9,
30.59,17.5,97.4,40,152,97.94,48.9,
31,17.5,97.2,40,152,97.95,48.9,
31.02,17.6,97.2,40,151,97.93,48.9,
31.04,17.6,97.2,40,151,97.94,48.9,
31.06,17.5,97.2,40,151,97.93,48.9,
31.08,17.5,97.4,40,151,97.89,48.9,
31.1,17.6,97.4,55.8,151,97.93,48.9,
31.12,17.6,97.2,72.3,152,97.91,48.9,
31.14,17.5,97.2,72.7,152,97.95,48.9,
31.16,17.6,97.2,42.5,151,97.92,48.9,
31.18,17.6,97.2,49.6,151,97.93,48.9,
31.2,17.5,97.4,64.4,151,97.94,48.9,
31.22,17.5,97.4,40,151,97.93,48.9,
31.24,17.6,97.2,73.4,151,97.92,48.8,
31.25,17.6,97.4,75.8,152,97.89,48.8,
31.27,17.6,97.2,73.4,152,97.89,48.8,
31.29,17.6,97.4,40,152,97.92,48.8,
31.31,17.7,97.4,44.5,151,97.94,48.8,
31.33,17.6,97.4,66.6,151,97.93,48.8,
31.35,17.7,97.4,65.8,151,97.93,48.8,
31.35 ,17.6,97.2,52.1,150,97.9,48.8,
